name,id,version,github_url,Vi-1,CMT_Vi+1,Vi+1,CMT_Vi+1
org.http4s:http4s-server_2.11,388,0.18.16,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.18.14,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.18.15,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.15.15,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.17.0-M2,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.14.1,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.20.0-M7,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.16.3,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.15.3,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.15.8,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.18.6,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.9.3,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.17.6,https://github.com/http4s/http4s,,,,
org.http4s:http4s-server_2.11,388,0.8.4,https://github.com/http4s/http4s,,,,
org.sonatype.nexus:nexus-extdirect,597,3.27.0-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.6.1-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.25.1-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.26.0-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.4.0-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.24.0-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.6.0-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-extdirect,597,3.29.2-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,2.14.12-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.21.0-05,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,2.14.15-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.22.1-02,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,2.14.14-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,2.14.17-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.26.0-04,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.12.0-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.26.0-01,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,3.25.0-03,https://github.com/sonatype/nexus-public,,,,
org.sonatype.nexus:nexus-core,597,2.14.10-01,https://github.com/sonatype/nexus-public,,,,
net.minidev:json-smart,2043,2.2,https://github.com/netplex/json-smart-v2,,,,
org.quartz-scheduler:quartz,592,1.8.3,https://github.com/quartz-scheduler/quartz,,,,
org.quartz-scheduler:quartz,592,1.8.4,https://github.com/quartz-scheduler/quartz,,,,
org.quartz-scheduler:quartz,592,2.1.7,https://github.com/quartz-scheduler/quartz,,,,
cn.hutool:hutool-all,80,4.6.4,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.2.1,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.2.3,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.1.1,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.3.2,https://github.com/looly/hutool,,,,
com.googlecode.aviator:aviator,2429,5.0.0-RC1,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,3.1.0,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,2.3.5,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,2.3.0,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,4.2.9,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,5.2.4,https://github.com/killme2008/aviator,,,,
com.googlecode.aviator:aviator,2429,4.0.0-RC,https://github.com/killme2008/aviator,,,,
com.alibaba.nacos:nacos-common,71,1.2.0-beta.0,https://github.com/alibaba/nacos,,,,
com.alibaba.nacos:nacos-common,71,1.3.1,https://github.com/alibaba/nacos,,,,
com.alibaba.nacos:nacos-common,71,1.0.0-RC2,https://github.com/alibaba/nacos,,,,
com.alibaba.nacos:nacos-common,71,1.0.0-RC1,https://github.com/alibaba/nacos,,,,
org.craftercms:crafter-studio,3362,3.1.2,https://github.com/craftercms/studio,,,,
org.craftercms:crafter-studio,3362,3.0.20,https://github.com/craftercms/studio,,,,
org.craftercms:crafter-studio,3362,3.0.22,https://github.com/craftercms/studio,,,,
org.craftercms:crafter-studio,3362,3.0.5,https://github.com/craftercms/studio,,,,
org.craftercms:crafter-studio,3362,3.1.13,https://github.com/craftercms/studio,,,,
org.craftercms:crafter-studio,3362,3.1.12,https://github.com/craftercms/studio,,,,
com.netflix.conductor:conductor-core,34,2.31.3,https://github.com/Netflix/conductor,,,,
com.netflix.conductor:conductor-core,34,3.0.1,https://github.com/Netflix/conductor,,,,
com.netflix.conductor:conductor-core,34,3.0.2,https://github.com/Netflix/conductor,,,,
cn.hutool:hutool-core,80,5.6.4,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.7.3,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.6.3,https://github.com/looly/hutool,,,,
cn.hutool:hutool-all,80,5.6.6,https://github.com/looly/hutool,,,,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml,85,2.5.4,https://github.com/FasterXML/jackson-dataformat-xml,,,,
io.vertx:vertx-web,291,3.9.8,https://github.com/vert-x3/vertx-web,,,,
net.sf.mpxj:mpxj,296,9.3.1,https://github.com/joniles/mpxj,,,,
net.sf.mpxj:mpxj,296,9.2.1,https://github.com/joniles/mpxj,,,,
org.apache.wicket:wicket-core,353,7.18.0,https://github.com/apache/wicket,,,,
org.jodd:jodd-all,2390,3.8,https://github.com/oblac/jodd,,,,
com.vaadin:flow-server,9760,1.0.10,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.5.3,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.0.14,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.1.4,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.1.1,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,3.0.1,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,1.0.7,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,7.0.2,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,7.0.4,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,7.0.0,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.3.5,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.3.1,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,4.0.2,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,4.0.7,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,4.0.5,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.0.0,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,2.4.1,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,1.2.3,https://github.com/vaadin/flow,,,,
com.vaadin:flow-server,9760,1.2.5,https://github.com/vaadin/flow,,,,
edu.stanford.nlp:stanford-corenlp,10517,3.5.1,https://github.com/stanfordnlp/CoreNLP,,,,
org.jdom:jdom,10549,2.0.0,https://github.com/hunterhacker/jdom,,,,
ch.qos.logback:logback-classic,10567,0.9.29,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,0.9.27,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,0.9.8,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,0.9.19,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,1.0.7,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,0.8,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-classic,10567,1.0.2,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.0.12,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,0.8.1,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.0.11,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,0.9.21,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.1.3,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.1.0,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.3.0-alpha5,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.2.1,https://github.com/qos-ch/logback,,,,
ch.qos.logback:logback-core,10567,1.0.2,https://github.com/qos-ch/logback,,,,
com.alibaba:fastjson,13010,1.1.50.android,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.1.67.android,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.13.sec01,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.2,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.33,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.32,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.31,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.24,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.1.60.android,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.41,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.74,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.71,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.66,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.62,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.2.61,https://github.com/alibaba/fastjson,,,,
com.alibaba:fastjson,13010,1.1.63.android,https://github.com/alibaba/fastjson,,,,
