vuln_cves,Direct
"CVE-2019-12404
CVE-2019-10090
CVE-2019-10089
CVE-2019-10087
CVE-2019-10078
CVE-2019-10077
CVE-2019-10076
CVE-2022-24948
CVE-2022-24947
CVE-2021-44140
CVE-2021-40369
CVE-2019-10078
CVE-2019-10077
CVE-2019-10076
","True
True
True
True
True
True
True
False
False
False
False
False
False
False
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2018-11765
","True
"
"CVE-2018-11765
","True
"
"CVE-2018-8009
CVE-2018-11768
CVE-2018-11767
CVE-2018-11765
","True
True
True
True
"
"CVE-2018-11765
","True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2018-11765
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2018-11767
CVE-2018-11765
","True
True
True
True
True
True
"
,
"CVE-2018-8029
CVE-2018-8009
CVE-2018-11768
","True
True
True
"
,
,
,
,
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2018-11767
CVE-2018-11765
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
,
,
"CVE-2018-8029
CVE-2018-11768
","True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2018-11767
CVE-2018-11766
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-11768
CVE-2018-11767
CVE-2018-11766
","True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-15718
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-11768
CVE-2018-11767
CVE-2018-11765
","True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2018-11766
CVE-2017-15718
CVE-2017-15713
","True
True
True
True
True
True
True
"
"CVE-2018-11765
","True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-11768
","True
True
True
"
,
,
,
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
"CVE-2018-8029
CVE-2018-8009
CVE-2018-1296
CVE-2018-11768
CVE-2017-3166
CVE-2017-15713
","True
True
True
True
True
True
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2020-9488
CVE-2022-23221
CVE-2022-0839
CVE-2021-45105
CVE-2021-45046
CVE-2021-44832
CVE-2021-44832
CVE-2021-44228
CVE-2021-42550
CVE-2021-42392
CVE-2021-36090
CVE-2021-35517
CVE-2021-35516
CVE-2021-35515
CVE-2021-29425
CVE-2021-23463
CVE-2021-20190
CVE-2020-9548
CVE-2020-9547
CVE-2020-9546
CVE-2020-9488
CVE-2020-8840
CVE-2020-36189
CVE-2020-36188
CVE-2020-36187
CVE-2020-36186
CVE-2020-36185
CVE-2020-36184
CVE-2020-36183
CVE-2020-36182
CVE-2020-36181
CVE-2020-36180
CVE-2020-36179
CVE-2020-35491
CVE-2020-35490
CVE-2020-25649
CVE-2020-24750
CVE-2020-24616
CVE-2020-15250
CVE-2020-14195
CVE-2020-14062
CVE-2020-14061
CVE-2020-14060
CVE-2020-11620
CVE-2020-11619
CVE-2020-11113
CVE-2020-11112
CVE-2020-11111
CVE-2020-10969
CVE-2020-10968
CVE-2020-10673
CVE-2020-10672
CVE-2019-20330
CVE-2019-17531
CVE-2019-17267
CVE-2019-16943
CVE-2019-16942
CVE-2019-16335
CVE-2019-14893
CVE-2019-14892
CVE-2019-14540
CVE-2019-14439
CVE-2019-14379
CVE-2019-12814
CVE-2019-12402
CVE-2019-12384
CVE-2019-12086
CVE-2019-10172
CVE-2018-7489
CVE-2018-19362
CVE-2018-19361
CVE-2018-19360
CVE-2018-15756
CVE-2018-14721
CVE-2018-14720
CVE-2018-14719
CVE-2018-14718
CVE-2018-1275
CVE-2018-1272
CVE-2018-1271
CVE-2018-1270
CVE-2018-1257
CVE-2018-12023
CVE-2018-12022
CVE-2018-11771
CVE-2018-11307
CVE-2016-5007
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
,
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
"CVE-2018-8025
CVE-2020-8908
CVE-2018-1320
CVE-2018-10237
","True
False
False
False
"
,
,
,
,
,
,
,
,
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
,
,
,
,
,
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
"CVE-2015-1836
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-29425
CVE-2021-22569
CVE-2020-8908
CVE-2020-15250
CVE-2019-17571
CVE-2019-10172
CVE-2019-0201
CVE-2018-8025
CVE-2018-1320
CVE-2018-10237
CVE-2015-6420
","True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2018-11778
CVE-2017-7677
CVE-2017-7676
CVE-2016-8751
CVE-2016-8746
CVE-2016-6815
CVE-2020-15250
CVE-2019-2692
","True
True
True
True
True
True
False
False
"
"CVE-2019-12397
CVE-2018-11778
CVE-2017-7677
CVE-2017-7676
CVE-2020-15250
CVE-2019-2692
","True
True
True
True
False
False
"
,
"CVE-2018-11778
CVE-2017-7677
CVE-2017-7676
CVE-2020-15250
CVE-2019-2692
","True
True
True
False
False
"
"CVE-2019-12397
CVE-2018-11778
CVE-2020-15250
CVE-2019-2692
CVE-2019-10086
","True
True
False
False
False
"
"CVE-2019-12397
CVE-2018-11778
CVE-2020-15250
CVE-2019-2692
CVE-2019-10086
","True
True
False
False
False
"
"CVE-2019-12397
CVE-2020-15250
CVE-2019-2692
CVE-2019-10086
","True
False
False
False
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-34428
CVE-2021-28165
CVE-2019-17571
CVE-2019-10247
CVE-2019-10241
CVE-2019-10172
CVE-2017-7657
CVE-2017-7656
CVE-2015-6420
CVE-2015-2080
","True
True
False
False
False
False
False
False
False
False
False
False
False
False
False
"
,
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-34428
CVE-2021-28165
CVE-2019-17571
CVE-2019-10247
CVE-2019-10241
CVE-2019-10172
CVE-2017-7657
CVE-2017-7656
CVE-2015-6420
CVE-2015-2080
","True
True
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2019-17571
CVE-2015-6420
","True
False
False
False
False
False
"
"CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2019-17571
CVE-2015-6420
","True
False
False
False
False
False
"
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2019-17571
CVE-2016-4432
","True
True
False
False
False
False
False
"
,
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-34428
CVE-2021-28165
CVE-2019-17571
CVE-2019-10247
CVE-2019-10241
CVE-2019-10172
CVE-2017-7657
CVE-2017-7656
CVE-2016-4432
CVE-2015-6420
CVE-2015-2080
","True
True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-34428
CVE-2021-28165
CVE-2019-17571
CVE-2019-10247
CVE-2019-10241
CVE-2019-10172
CVE-2017-7657
CVE-2017-7656
CVE-2016-4432
CVE-2015-6420
CVE-2015-2080
","True
True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2017-15702
CVE-2016-3094
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2021-34428
CVE-2021-28165
CVE-2019-17571
CVE-2019-10247
CVE-2019-10241
CVE-2019-10172
CVE-2017-7657
CVE-2017-7656
CVE-2016-4432
CVE-2015-6420
CVE-2015-2080
","True
True
False
False
False
False
False
False
False
False
False
False
False
False
False
False
"
"CVE-2019-17572
CVE-2021-42550
CVE-2017-5929
","True
False
False
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2016-4432
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2019-17571
","True
False
False
False
False
"
,
"CVE-2016-4432
","True
"
"CVE-2016-4432
","True
"
"CVE-2016-4432
CVE-2017-15702
CVE-2016-3094
","True
False
False
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"CVE-2016-4432
CVE-2022-23305
CVE-2022-23302
CVE-2021-4104
CVE-2019-17571
","True
False
False
False
False
"
,
"CVE-2016-4432
","True
"
"CVE-2016-4432
","True
"
"CVE-2016-4432
CVE-2017-15702
CVE-2016-3094
","True
False
False
"
